2018-05-14,siri,6.78,6.85,78.29400584861479,Buy
2018-05-14,slab,102.75,102.65,90.10688793192656,dont buy
2018-05-14,slg,100.07,98.96,90.10688793192656,dont buy
2018-05-14,slno,1.69,1.9,77.90359678409094,Buy
2018-05-14,sne,48.2,48.34,77.90359678409094,Buy
2018-05-14,sstk,44.05,44.27,77.90359678409094,Buy
2018-05-14,t,32.39,32.19,78.29400584861479,Buy
2018-05-14,tcmd,45.86,45.44,77.90359678409094,Buy
2018-05-14,umpq,24.0,23.7,77.90359678409094,Buy
2018-05-14,upld,31.6,31.41,77.90359678409094,Buy
2018-05-14,uscr,58.9,58.75,77.90359678409094,Buy
2018-05-14,usx,20.1,20.1,77.90359678409094,Buy
2018-05-14,utx,124.39,124.98,90.10688793192656,dont buy
2018-05-14,vbfc,33.25,33.25,77.90359678409094,Buy
2018-05-14,veon,2.72,2.7,77.90359678409094,Buy
2018-05-14,virc,4.2,4.3,77.90359678409094,Buy
2018-05-14,vone,125.75,125.3,90.10688793192656,dont buy
2018-05-14,vrtx,156.11,157.46,90.10688793192656,dont buy
2018-05-14,vuzi,6.05,5.35,77.90359678409094,Buy
2018-05-14,xent,39.9,39.65,77.90359678409094,Buy
2018-05-14,xlrn,35.71,35.44,77.90359678409094,Buy
2018-05-14,xog,14.68,14.57,77.90359678409094,Buy
2018-05-14,xone,6.48,6.72,77.90359678409094,Buy
2018-05-14,xper,20.7,21.3,77.90359678409094,Buy
2018-05-14,yamhf,32.64,32.64,77.90359678409094,Buy
2018-05-14,zagg,14.8,15.3,77.90359678409094,Buy
2018-05-14,zbra,155.28,153.65,90.10688793192656,dont buy
2018-05-14,zdge,4.09,4.01,77.90359678409094,Buy
2018-05-14,zen,58.9,58.75,77.90359678409094,Buy
2018-05-14,zeus,22.3,22.19,77.90359678409094,Buy
2018-05-14,zion,58.06,57.61,77.90359678409094,Buy
2018-05-14,zto,17.28,17.19,77.90359678409094,Buy
2018-05-14,zts,84.54,84.06,83.43922357936572,dont buy
2018-05-14,zyne,9.22,9.44,77.90359678409094,Buy
2018-05-15,HistoricalQuotes_CAC,43.74,44.36,77.90359678409094,Buy
2018-05-15,HistoricalQuotes_CAMP,20.83,20.9,77.90359678409094,Buy
2018-05-15,HistoricalQuotes_CPB,39.75,39.44,77.90359678409094,Buy
2018-05-15,HistoricalQuotes_CRC,35.71,34.57,77.90359678409094,Buy
2018-05-15,HistoricalQuotes_CWT,38.75,38.5,77.90359678409094,Buy
2018-05-15,HistoricalQuotes_IBM,143.5,143.74,90.09259863281588,dont buy
2018-05-15,HistoricalQuotes_ICAD,3.65,3.41,77.90359678409094,Buy
2018-05-15,HistoricalQuotes_ICON,6.7,7.1,77.90359678409094,Buy
2018-05-15,HistoricalQuotes_INFO,51.77,51.72,77.90359678409094,Buy
2018-05-15,HistoricalQuotes_IPWR,1.21,1.21,77.90359678409094,Buy
2018-05-15,aapl,186.78,186.44,90.09049134362381,dont buy
2018-05-15,acad,19.07,18.58,77.90359678409094,Buy
2018-05-15,aciu,10.0,10.14,77.90359678409094,Buy
2018-05-15,amz,1587.8047,1576.12,90.10688793192656,dont buy
2018-05-15,aray,4.8,4.7,77.90359678409094,Buy
2018-05-15,aset,27.93,27.938,77.90359678409094,Buy
2018-05-15,avid,5.01,5.08,77.90359678409094,Buy
2018-05-15,ba,343.0,342.12,90.10688793192656,dont buy
2018-05-15,baba,195.23,196.61,90.09049134362381,dont buy
2018-05-15,bac,30.92,31.22,78.29400584861479,Buy
2018-05-15,baesy,34.8,34.97,77.90359678409094,Buy
2018-05-15,bidu,266.41,271.92,90.10688793192656,dont buy
2018-05-15,bp,46.51,46.79,78.29400584861479,Buy
