2018-12-04,ln,34.42,33.42,81.83874399057086,Buy
2018-12-04,mmm,208.06,202.2,92.22382085295062,dont buy
2018-12-04,nflx,288.13,275.33,92.11427624875458,dont buy
2018-12-04,noc,260.22,249.84,92.22382085295062,dont buy
2018-12-04,nomd,20.17,19.51,81.83874399057086,Buy
2018-12-04,nxgn,18.11,17.77,81.83874399057086,Buy
2018-12-04,ogzpy,4.88,4.84,81.83874399057086,Buy
2018-12-04,once,42.0,39.15,81.83874399057086,Buy
2018-12-04,qnst,16.54,15.83,81.83874399057086,Buy
2018-12-04,qqq,171.38,165.72,92.11427624875458,dont buy
2018-12-04,qure,30.5,29.62,81.83874399057086,Buy
2018-12-04,rdvy,29.83,28.86,81.83874399057086,Buy
2018-12-04,rtn,172.09,165.68,92.22382085295062,dont buy
2018-12-04,sava,1.16,1.13,81.83874399057086,Buy
2018-12-04,sesn,1.68,1.64,81.83874399057086,Buy
2018-12-04,shoo,32.7,30.16,81.83874399057086,Buy
2018-12-04,siri,6.31,6.19,81.93397440628512,Buy
2018-12-04,slab,90.49,86.22,90.06778916048391,dont buy
2018-12-04,slg,96.08,94.5,92.22382085295062,dont buy
2018-12-04,slno,1.9,1.89,81.83874399057086,Buy
2018-12-04,sne,53.09,51.51,81.83874399057086,Buy
2018-12-04,sstk,39.23,38.07,81.83874399057086,Buy
2018-12-04,t,31.73,30.73,81.93397440628512,Buy
2018-12-04,tcmd,57.23,54.24,81.83874399057086,Buy
2018-12-04,umpq,19.16,18.04,81.83874399057086,Buy
2018-12-04,upld,27.98,27.0,81.83874399057086,Buy
2018-12-04,uscr,39.0,36.27,81.83874399057086,Buy
2018-12-04,usx,8.13,7.03,81.83874399057086,Buy
2018-12-04,utx,123.22,120.87,92.11427624875458,dont buy
2018-12-04,vbfc,35.497,35.5,81.83874399057086,Buy
2018-12-04,veon,2.73,2.63,81.83874399057086,Buy
2018-12-04,virc,4.32,4.4,81.83874399057086,Buy
2018-12-04,vone,127.43,123.81,92.22382085295062,dont buy
2018-12-04,vrtx,184.74,177.93,92.22382085295062,dont buy
2018-12-04,vuzi,5.9,5.66,81.83874399057086,Buy
2018-12-04,xent,30.16,29.43,81.83874399057086,Buy
2018-12-04,xlrn,53.54,48.94,81.83874399057086,Buy
2018-12-04,xog,6.17,5.98,81.93399852231298,Buy
2018-12-04,xone,7.95,7.86,81.83874399057086,Buy
2018-12-04,xper,14.34,14.03,81.83874399057086,Buy
2018-12-04,yamhf,20.61,20.61,81.83874399057086,Buy
2018-12-04,zagg,11.01,10.33,81.83874399057086,Buy
2018-12-04,zbra,181.2,171.02,92.22382085295062,dont buy
